transaction_id,amount,merchant,location,device_type,transaction_type,customer_age,timestamp,fraud
867,96.23,Amazon,Delhi,mobile,withdrawal,43,2024-11-23,0
868,282.87,Airbnb,London,web,withdrawal,20,2023-04-11,0
869,61.03,Amazon,Delhi,web,withdrawal,73,2024-06-19,0
870,69.88,Uber,London,web,transfer,58,2023-02-07,0
871,45.45,Airbnb,Berlin,pos,transfer,46,2024-09-07,0
872,140.65,Uber,Berlin,pos,withdrawal,30,2023-04-25,0
873,653.55,Target,London,pos,withdrawal,41,2023-10-01,0
874,42.4,Airbnb,Sydney,mobile,transfer,48,2024-02-15,0
875,79.03,Apple,New York,web,withdrawal,69,2023-11-10,0
876,14.09,Netflix,Berlin,mobile,withdrawal,45,2023-04-11,0
877,138.29,Starbucks,Tokyo,web,transfer,62,2024-06-12,0
878,26.69,Amazon,London,web,transfer,74,2024-07-07,0
879,119.38,Starbucks,London,pos,transfer,33,2023-10-09,0
880,118.37,Airbnb,Sydney,mobile,purchase,48,2023-12-25,0
881,376.85,Target,London,mobile,purchase,32,2024-06-30,0
882,127.25,Walmart,Tokyo,pos,transfer,40,2024-08-15,0
883,48.92,Target,Tokyo,web,purchase,54,2024-04-10,0
884,103.94,Uber,Sydney,pos,withdrawal,22,2023-06-19,0
885,15.35,Target,New York,web,withdrawal,59,2024-06-28,0
886,11.89,Apple,Berlin,web,purchase,46,2023-11-26,0
887,34.71,Uber,Sydney,web,purchase,60,2024-03-05,0
888,165.55,Apple,Tokyo,pos,transfer,20,2023-12-13,0
889,389.24,Airbnb,New York,web,withdrawal,61,2023-11-30,0
890,160.37,Starbucks,New York,pos,transfer,70,2023-11-24,0
891,82.01,Amazon,Berlin,mobile,withdrawal,71,2023-11-21,0
892,70.0,Amazon,Tokyo,pos,purchase,22,2024-09-02,0
893,21.33,Amazon,Berlin,pos,purchase,62,2023-01-15,0
894,58.19,Starbucks,New York,web,withdrawal,43,2024-04-04,0
895,180.88,Starbucks,Sydney,web,transfer,70,2023-06-26,0
896,10.35,Target,Delhi,mobile,purchase,34,2024-12-11,0
897,231.59,Walmart,Tokyo,web,transfer,44,2023-12-24,0
898,58.72,Netflix,Sydney,web,transfer,68,2023-05-31,0
899,285.18,Starbucks,London,pos,transfer,33,2024-02-10,0
900,68.9,Uber,Delhi,pos,purchase,40,2023-11-28,0
901,233.67,Target,Sydney,web,purchase,25,2023-11-07,0
902,31.77,Uber,Berlin,pos,purchase,37,2023-07-29,0
903,97.55,Airbnb,Sydney,pos,transfer,21,2023-02-22,0
904,118.75,Apple,Berlin,pos,withdrawal,39,2024-01-12,0
905,47.23,Target,Berlin,web,withdrawal,37,2024-01-14,1
906,66.42,Starbucks,Delhi,pos,purchase,67,2024-01-19,0
907,18.16,Amazon,Berlin,pos,withdrawal,33,2023-02-20,0
908,165.51,Airbnb,Berlin,web,transfer,72,2024-11-02,0
909,88.61,Amazon,Tokyo,web,purchase,23,2024-08-05,0
910,33.17,Apple,Delhi,web,transfer,71,2023-01-21,0
911,441.67,Starbucks,Delhi,web,purchase,63,2024-11-05,0
912,229.29,Apple,New York,web,withdrawal,19,2024-03-10,1
913,4.52,Amazon,New York,pos,transfer,52,2023-06-04,0
914,56.91,Walmart,Delhi,web,transfer,68,2024-11-07,0
915,102.31,Amazon,New York,mobile,purchase,43,2024-05-21,0
916,24.28,Starbucks,New York,mobile,purchase,58,2024-08-16,0
917,231.01,Starbucks,London,mobile,withdrawal,26,2024-05-06,0
918,49.81,Starbucks,Tokyo,web,withdrawal,29,2024-01-28,0
919,5.45,Airbnb,Tokyo,web,transfer,71,2024-03-12,1
920,79.25,Amazon,Delhi,web,withdrawal,60,2023-09-16,0
921,34.91,Walmart,Sydney,pos,purchase,38,2024-09-16,0
922,84.46,Uber,London,web,transfer,64,2023-11-15,0
923,416.94,Amazon,Sydney,pos,purchase,52,2024-06-12,0
924,185.3,Amazon,New York,web,transfer,37,2023-04-08,0
925,0.14,Amazon,Delhi,web,purchase,68,2023-09-01,0
926,207.33,Airbnb,Berlin,web,withdrawal,71,2023-08-17,0
927,302.6,Target,London,pos,purchase,24,2023-03-20,0
928,65.27,Amazon,London,web,withdrawal,66,2023-03-04,0
929,117.34,Netflix,Berlin,web,purchase,69,2024-03-14,0
930,99.43,Uber,London,web,purchase,61,2023-11-28,0
931,490.05,Walmart,London,mobile,transfer,60,2023-08-12,0
932,159.59,Amazon,Sydney,pos,purchase,62,2024-12-08,0
933,86.52,Netflix,Tokyo,web,withdrawal,24,2024-12-12,0
934,34.23,Amazon,Delhi,web,purchase,20,2024-06-25,0
935,4.53,Apple,Berlin,pos,purchase,34,2024-12-30,0
936,60.53,Netflix,Tokyo,pos,transfer,19,2024-05-26,0
937,51.64,Airbnb,Sydney,mobile,purchase,22,2024-01-12,0
938,179.35,Uber,Sydney,mobile,transfer,73,2023-10-04,0
939,73.22,Uber,Delhi,pos,withdrawal,33,2024-08-10,0
940,6.39,Walmart,Sydney,pos,withdrawal,75,2023-03-20,0
941,81.27,Apple,Tokyo,web,withdrawal,41,2024-04-15,0
942,70.71,Netflix,Tokyo,mobile,purchase,54,2023-06-09,0
943,140.57,Uber,London,pos,purchase,42,2023-01-27,0
944,74.25,Uber,Sydney,web,transfer,72,2023-04-14,0
945,5.97,Airbnb,Berlin,pos,transfer,69,2023-08-05,0
946,30.58,Apple,Berlin,web,transfer,50,2024-01-23,0
947,66.81,Netflix,New York,mobile,purchase,19,2024-07-14,0
948,72.85,Uber,Berlin,web,transfer,72,2023-12-16,0
949,11.64,Walmart,Delhi,pos,withdrawal,40,2023-02-11,0
950,127.42,Airbnb,Tokyo,pos,purchase,61,2023-07-15,0
951,195.2,Netflix,London,mobile,purchase,72,2024-03-17,0
952,40.73,Starbucks,Sydney,web,transfer,31,2023-04-19,0
953,116.71,Airbnb,London,pos,transfer,62,2023-07-09,0
954,11.25,Starbucks,Tokyo,web,withdrawal,54,2024-09-16,0
955,19.59,Airbnb,Delhi,mobile,withdrawal,66,2023-02-18,0
956,97.99,Airbnb,Berlin,mobile,withdrawal,37,2024-03-27,0
957,119.74,Apple,Tokyo,web,withdrawal,49,2024-06-03,0
958,127.47,Netflix,Sydney,mobile,purchase,51,2024-08-04,0
959,34.78,Walmart,Sydney,pos,transfer,44,2024-05-20,0
960,72.72,Apple,Tokyo,web,withdrawal,47,2024-05-10,0
961,75.32,Walmart,Berlin,pos,withdrawal,65,2024-11-05,0
962,63.8,Starbucks,London,pos,transfer,38,2023-05-17,0
963,9.7,Apple,Sydney,web,purchase,47,2024-08-15,0
964,46.04,Netflix,New York,mobile,transfer,51,2023-09-24,0
965,54.25,Uber,Berlin,pos,transfer,61,2024-04-28,0
966,57.67,Netflix,Berlin,web,withdrawal,21,2024-04-15,0
967,57.73,Apple,Sydney,web,transfer,23,2023-08-21,0
968,322.68,Amazon,New York,web,purchase,73,2024-07-20,0
969,39.71,Netflix,Tokyo,mobile,transfer,36,2023-09-11,0
970,44.67,Walmart,Tokyo,web,purchase,55,2024-01-25,0
971,34.76,Netflix,London,web,transfer,58,2024-12-10,0
972,16.34,Amazon,Tokyo,web,withdrawal,49,2023-07-31,0
973,13.9,Starbucks,Sydney,mobile,withdrawal,40,2023-03-04,0
974,34.5,Netflix,New York,mobile,transfer,22,2024-04-29,0
975,159.96,Uber,Sydney,web,transfer,34,2023-11-27,0
976,347.83,Starbucks,London,pos,purchase,27,2024-12-23,0
977,25.73,Walmart,Delhi,pos,transfer,22,2023-04-19,0
978,82.12,Uber,London,web,withdrawal,30,2023-04-28,0
979,217.4,Walmart,Berlin,web,withdrawal,22,2024-07-05,0
980,12.44,Walmart,Delhi,mobile,purchase,69,2023-09-02,0
981,72.37,Apple,New York,web,purchase,62,2023-11-04,0
982,109.84,Netflix,Berlin,mobile,withdrawal,38,2024-04-27,0
983,96.73,Walmart,Tokyo,mobile,transfer,71,2023-07-16,0
984,121.08,Amazon,Delhi,pos,withdrawal,27,2023-01-04,0
985,60.23,Uber,Delhi,mobile,withdrawal,59,2024-07-22,0
986,286.09,Netflix,London,mobile,purchase,61,2024-12-20,0
987,18.12,Airbnb,Berlin,pos,purchase,37,2023-12-05,0
988,71.51,Walmart,Berlin,web,transfer,44,2023-10-16,0
989,45.64,Airbnb,Delhi,mobile,transfer,36,2023-02-11,0
990,50.79,Airbnb,London,mobile,transfer,48,2024-03-20,0
991,20.96,Netflix,Delhi,web,purchase,44,2024-10-29,0
992,14.13,Airbnb,Delhi,web,transfer,33,2023-12-10,0
993,33.22,Amazon,Delhi,web,transfer,63,2024-03-04,0
994,184.75,Apple,Berlin,mobile,withdrawal,32,2023-03-25,0
995,55.19,Starbucks,London,web,transfer,58,2024-12-26,0
996,62.04,Uber,Berlin,pos,withdrawal,33,2024-06-20,0
997,2.34,Apple,New York,mobile,withdrawal,58,2024-12-22,0
998,274.25,Uber,Tokyo,web,withdrawal,73,2023-04-04,0
999,4.3,Uber,Delhi,web,transfer,34,2024-09-16,0
1000,24.02,Walmart,Sydney,pos,transfer,46,2023-11-04,0
1001,116.24,Walmart,London,mobile,transfer,73,2024-01-21,0
1002,88.61,Apple,Sydney,mobile,transfer,55,2023-04-20,0
1003,161.69,Apple,London,mobile,purchase,74,2024-07-09,0
1004,40.37,Amazon,London,web,purchase,64,2023-08-05,0
1005,112.21,Target,Tokyo,mobile,purchase,62,2023-04-12,0
1006,21.33,Uber,Delhi,web,withdrawal,65,2024-03-13,0
1007,220.96,Walmart,Sydney,pos,purchase,40,2023-05-21,0
1008,94.59,Starbucks,New York,pos,withdrawal,68,2024-03-11,0
1009,79.53,Walmart,Berlin,web,withdrawal,42,2023-09-23,0
1010,4.88,Uber,Berlin,web,transfer,20,2023-03-02,0
1011,87.11,Starbucks,Delhi,mobile,withdrawal,19,2024-10-02,0
1012,140.04,Airbnb,Delhi,mobile,withdrawal,26,2024-05-25,0
1013,69.98,Starbucks,New York,mobile,withdrawal,62,2024-12-26,0
1014,128.07,Uber,Tokyo,mobile,withdrawal,66,2024-06-27,0
1015,295.24,Target,Tokyo,pos,withdrawal,52,2023-10-14,0
1016,23.22,Apple,New York,mobile,purchase,31,2023-04-11,0
1017,35.1,Airbnb,Tokyo,mobile,purchase,71,2024-12-02,0
1018,29.4,Airbnb,Sydney,mobile,withdrawal,73,2024-09-03,0
1019,45.69,Airbnb,London,pos,transfer,30,2024-03-13,1
1020,50.94,Starbucks,Tokyo,web,withdrawal,60,2024-12-14,0
1021,7.07,Target,New York,pos,transfer,21,2023-05-25,0
1022,54.59,Target,Tokyo,pos,purchase,19,2023-01-30,0
1023,93.12,Amazon,London,web,withdrawal,60,2024-03-08,0
1024,11.81,Starbucks,New York,pos,withdrawal,25,2023-04-04,0
1025,94.28,Netflix,New York,pos,transfer,72,2024-05-23,0
1026,122.41,Starbucks,New York,web,withdrawal,21,2023-03-16,0
1027,76.48,Target,Delhi,mobile,purchase,41,2023-05-04,0
1028,82.17,Uber,London,web,transfer,54,2023-08-24,0
1029,142.22,Uber,Delhi,web,purchase,35,2023-09-17,1
1030,25.19,Uber,Berlin,pos,transfer,22,2024-04-12,0
1031,130.28,Uber,Tokyo,pos,transfer,21,2024-12-10,0
1032,114.92,Apple,New York,web,withdrawal,60,2023-05-08,1
1033,537.96,Uber,New York,pos,purchase,44,2024-05-12,0
1034,206.03,Starbucks,London,web,withdrawal,72,2023-02-20,0
1035,150.5,Walmart,Tokyo,web,purchase,46,2024-04-15,0
1036,26.9,Starbucks,Tokyo,mobile,withdrawal,42,2023-05-04,0
1037,176.56,Amazon,Berlin,web,transfer,39,2024-11-19,1
1038,59.81,Target,Berlin,mobile,transfer,51,2024-03-24,0
1039,22.98,Airbnb,Delhi,pos,withdrawal,73,2024-03-25,1
1040,220.55,Netflix,Tokyo,pos,purchase,19,2023-09-24,0
1041,222.42,Uber,Berlin,pos,purchase,67,2024-05-11,0
1042,277.17,Apple,Berlin,pos,transfer,42,2023-01-24,0
1043,12.22,Uber,Delhi,web,purchase,57,2023-01-08,0
1044,109.84,Target,Sydney,mobile,withdrawal,32,2024-01-30,0
1045,121.4,Airbnb,Sydney,web,withdrawal,48,2023-02-21,0
1046,165.46,Uber,London,pos,purchase,57,2023-12-08,0
1047,18.42,Uber,Tokyo,web,purchase,19,2024-09-18,0
1048,13.47,Walmart,Delhi,pos,withdrawal,24,2024-04-04,0
1049,18.4,Netflix,New York,web,withdrawal,24,2023-10-04,0
1050,540.99,Walmart,London,mobile,transfer,29,2023-07-17,0
1051,3.43,Target,Tokyo,mobile,purchase,37,2024-06-24,0
1052,4.72,Apple,Sydney,web,purchase,48,2024-06-10,0
1053,0.17,Apple,Delhi,mobile,purchase,40,2024-07-07,0
1054,71.75,Starbucks,Sydney,mobile,withdrawal,55,2024-05-29,0
1055,188.18,Uber,London,pos,withdrawal,51,2023-11-25,0
1056,107.95,Uber,London,pos,purchase,49,2023-03-07,0
1057,37.59,Amazon,London,mobile,purchase,46,2023-01-15,0
1058,2.51,Airbnb,Delhi,pos,purchase,71,2023-11-24,0
1059,89.45,Starbucks,Sydney,pos,purchase,48,2023-01-18,0
1060,192.93,Airbnb,New York,pos,transfer,71,2024-12-27,0
1061,2.36,Starbucks,London,web,transfer,50,2024-06-09,0
1062,27.08,Target,Tokyo,web,transfer,18,2023-07-08,0
1063,18.24,Uber,New York,mobile,withdrawal,60,2024-12-02,0
1064,156.16,Walmart,Delhi,mobile,withdrawal,20,2023-08-10,0
1065,49.77,Amazon,Sydney,mobile,withdrawal,54,2024-04-15,0
1066,81.11,Target,New York,pos,withdrawal,32,2023-07-02,0
1067,40.16,Target,Tokyo,web,withdrawal,46,2023-07-12,0
1068,0.66,Apple,Tokyo,web,transfer,70,2023-06-24,0
1069,46.94,Walmart,Berlin,mobile,transfer,25,2023-10-09,0
1070,19.9,Uber,Berlin,mobile,purchase,37,2024-09-17,0
1071,18.27,Amazon,Delhi,mobile,purchase,38,2024-12-25,0
1072,283.03,Apple,Berlin,mobile,transfer,21,2024-04-01,0
1073,138.84,Amazon,London,mobile,purchase,24,2024-09-23,0
1074,26.99,Airbnb,New York,pos,purchase,29,2024-07-22,0
1075,15.94,Netflix,London,pos,withdrawal,25,2024-12-14,0
1076,11.2,Target,Berlin,mobile,transfer,48,2023-09-30,0
1077,86.21,Starbucks,Berlin,mobile,transfer,45,2023-10-20,0
1078,40.6,Amazon,Sydney,pos,transfer,42,2024-12-17,0
1079,257.81,Uber,Berlin,web,purchase,72,2024-07-30,0
1080,65.41,Amazon,New York,pos,transfer,38,2023-05-16,0
1081,69.33,Apple,London,mobile,withdrawal,65,2023-05-22,0
1082,61.59,Starbucks,Berlin,mobile,purchase,35,2024-08-17,0
1083,71.0,Airbnb,Tokyo,web,withdrawal,52,2024-06-27,0
1084,120.72,Target,Berlin,web,transfer,27,2023-08-23,0
1085,33.09,Uber,Tokyo,pos,withdrawal,37,2023-11-21,0
1086,98.95,Starbucks,Delhi,web,purchase,30,2024-01-16,0
1087,200.81,Walmart,Tokyo,pos,transfer,36,2023-01-16,0
1088,150.31,Amazon,Sydney,web,purchase,37,2023-08-31,0
1089,115.53,Walmart,Berlin,mobile,transfer,49,2024-02-10,1
1090,154.96,Airbnb,Tokyo,pos,transfer,50,2024-01-24,1
1091,21.52,Uber,Sydney,pos,withdrawal,67,2024-03-24,0
1092,116.69,Amazon,New York,mobile,purchase,33,2023-02-17,0
1093,74.16,Target,Delhi,mobile,withdrawal,26,2023-07-19,0
1094,100.84,Apple,Berlin,web,withdrawal,39,2024-11-30,0
1095,3.93,Netflix,Delhi,mobile,purchase,72,2023-09-20,0
1096,17.69,Apple,Tokyo,mobile,transfer,59,2024-11-03,0
1097,261.36,Starbucks,New York,web,transfer,39,2023-08-29,0
1098,48.95,Apple,London,mobile,withdrawal,43,2023-08-16,0
1099,117.14,Amazon,Sydney,pos,withdrawal,29,2023-06-29,0
1100,46.31,Airbnb,Sydney,web,purchase,57,2023-11-12,0
1101,455.93,Amazon,London,mobile,purchase,26,2024-01-17,0
1102,112.08,Airbnb,Sydney,web,purchase,32,2024-11-07,0
1103,51.98,Uber,Delhi,web,withdrawal,46,2024-05-22,0
1104,196.99,Netflix,London,mobile,withdrawal,67,2024-09-15,0
1105,59.27,Starbucks,Berlin,mobile,withdrawal,37,2024-09-01,0
1106,1.26,Apple,Tokyo,pos,transfer,38,2024-02-23,0
1107,69.04,Walmart,Sydney,pos,purchase,31,2023-01-08,0
1108,126.42,Apple,New York,mobile,withdrawal,60,2023-12-10,0
1109,8.22,Target,Berlin,web,transfer,62,2023-10-11,0
1110,9.34,Airbnb,London,pos,purchase,57,2023-03-23,0
1111,163.05,Netflix,Tokyo,mobile,purchase,20,2023-11-28,0
1112,136.08,Netflix,Berlin,pos,withdrawal,32,2024-07-05,1
1113,75.12,Amazon,New York,web,withdrawal,62,2024-04-28,0
1114,161.57,Target,London,mobile,transfer,38,2023-09-11,0
1115,221.94,Amazon,London,mobile,withdrawal,50,2023-07-26,0
1116,46.78,Target,Sydney,web,transfer,45,2024-05-17,0
1117,35.02,Airbnb,Tokyo,mobile,purchase,48,2023-12-11,0
1118,0.51,Airbnb,New York,pos,transfer,67,2023-07-11,1
1119,30.53,Netflix,London,mobile,withdrawal,64,2024-05-08,0
1120,347.74,Starbucks,Berlin,web,withdrawal,46,2023-05-28,0
1121,20.36,Walmart,Sydney,mobile,purchase,69,2024-04-22,0
1122,136.32,Netflix,London,web,withdrawal,56,2023-06-15,1
1123,102.69,Target,Delhi,mobile,purchase,59,2023-01-31,0
1124,299.8,Walmart,Sydney,web,purchase,44,2023-01-31,0
1125,107.72,Netflix,Berlin,pos,withdrawal,53,2024-02-27,0
1126,47.48,Target,New York,mobile,transfer,47,2024-06-09,0
1127,15.98,Target,Delhi,mobile,withdrawal,63,2024-05-28,0
1128,8.97,Apple,New York,pos,withdrawal,56,2023-05-08,0
1129,20.52,Walmart,Berlin,web,purchase,62,2024-06-11,0
1130,5.41,Netflix,New York,mobile,withdrawal,24,2024-06-29,0
1131,358.05,Starbucks,New York,pos,withdrawal,24,2023-05-15,0
1132,38.88,Amazon,Berlin,web,transfer,58,2024-07-21,0
1133,157.06,Airbnb,Berlin,pos,purchase,33,2023-06-30,0
1134,14.36,Airbnb,Delhi,web,transfer,36,2023-11-25,0
1135,217.56,Uber,Tokyo,web,transfer,50,2023-01-31,0
1136,207.8,Amazon,New York,web,withdrawal,24,2024-03-27,0
1137,49.23,Walmart,New York,pos,withdrawal,43,2024-04-13,0
1138,75.35,Netflix,New York,web,purchase,63,2023-11-13,0
1139,217.07,Airbnb,Berlin,pos,purchase,41,2023-12-27,0
1140,153.39,Target,Sydney,pos,withdrawal,26,2023-05-14,0
1141,97.14,Walmart,Tokyo,pos,transfer,54,2023-10-17,0
1142,36.04,Uber,Delhi,pos,purchase,66,2023-12-16,0
1143,92.62,Uber,Tokyo,pos,purchase,73,2023-07-29,0
1144,16.52,Netflix,Delhi,pos,transfer,64,2023-03-19,0
1145,45.28,Target,New York,pos,purchase,25,2023-01-22,0
1146,40.55,Target,London,web,purchase,55,2024-06-30,0
1147,138.22,Netflix,Sydney,web,withdrawal,41,2024-05-01,0
1148,58.51,Uber,London,pos,withdrawal,38,2024-11-09,0
1149,31.89,Apple,Delhi,mobile,purchase,30,2023-05-21,0
1150,25.13,Walmart,Tokyo,pos,transfer,45,2024-10-26,0
1151,32.39,Uber,Sydney,web,purchase,46,2023-12-30,0
1152,343.18,Target,London,mobile,transfer,75,2023-10-18,0
1153,104.1,Amazon,Tokyo,pos,transfer,54,2024-04-30,0
1154,85.42,Netflix,Delhi,mobile,transfer,45,2023-01-31,0
1155,210.93,Uber,Berlin,mobile,transfer,71,2023-01-16,0
1156,259.46,Uber,New York,pos,withdrawal,63,2023-11-16,0
1157,167.49,Apple,Berlin,mobile,withdrawal,66,2023-02-02,0
1158,719.9,Uber,New York,pos,withdrawal,41,2024-06-19,0
1159,34.48,Apple,New York,pos,transfer,69,2023-04-01,0
1160,209.3,Airbnb,London,mobile,transfer,19,2024-03-20,0
1161,193.09,Uber,Berlin,pos,purchase,75,2024-11-10,0
1162,103.27,Netflix,London,mobile,withdrawal,65,2024-07-26,0
1163,12.62,Walmart,Tokyo,mobile,withdrawal,20,2024-04-26,0
1164,82.95,Netflix,New York,mobile,purchase,62,2024-03-08,0
1165,235.86,Starbucks,Berlin,pos,transfer,65,2023-07-29,0
1166,64.29,Amazon,Delhi,mobile,withdrawal,43,2023-09-24,0
1167,30.29,Target,London,mobile,withdrawal,74,2023-10-29,1
1168,334.68,Target,London,web,transfer,54,2024-06-26,0
1169,104.01,Amazon,New York,web,withdrawal,74,2024-08-22,0
1170,53.17,Target,Tokyo,web,withdrawal,24,2023-03-18,0
1171,132.47,Starbucks,Sydney,mobile,transfer,50,2024-01-02,0
1172,159.89,Walmart,Tokyo,pos,withdrawal,72,2023-07-14,0
1173,18.94,Netflix,Sydney,pos,purchase,65,2023-03-14,0
1174,234.37,Starbucks,Sydney,mobile,withdrawal,44,2024-10-02,0
1175,112.13,Starbucks,Berlin,web,purchase,35,2024-03-08,0
1176,14.58,Target,Berlin,pos,withdrawal,72,2024-08-28,0
1177,16.69,Starbucks,London,pos,purchase,60,2024-12-04,0
1178,90.43,Apple,Tokyo,web,withdrawal,25,2024-01-24,0
1179,27.6,Uber,London,mobile,transfer,28,2023-02-08,0
1180,3.53,Netflix,London,pos,purchase,53,2024-05-25,0
1181,150.43,Walmart,Delhi,mobile,withdrawal,26,2024-12-03,0
1182,56.16,Walmart,Sydney,mobile,withdrawal,59,2023-07-27,0
1183,58.25,Airbnb,Tokyo,mobile,withdrawal,26,2024-10-20,0
1184,190.51,Target,Tokyo,mobile,purchase,51,2023-07-20,0
1185,132.38,Apple,London,web,withdrawal,40,2023-01-18,0
1186,12.61,Apple,Tokyo,pos,withdrawal,24,2023-09-26,0
1187,2.55,Netflix,Tokyo,web,withdrawal,71,2023-04-21,0
1188,14.32,Amazon,Tokyo,pos,transfer,55,2023-10-16,0
1189,1.43,Target,London,web,withdrawal,45,2023-05-18,0
1190,97.3,Airbnb,Delhi,pos,purchase,25,2023-08-18,0
1191,94.45,Apple,London,pos,transfer,43,2024-01-01,0
1192,73.9,Walmart,London,mobile,purchase,18,2024-08-07,0
1193,8.63,Uber,Berlin,pos,transfer,42,2023-01-12,0
1194,31.19,Uber,London,pos,withdrawal,30,2024-08-05,0
1195,185.25,Walmart,New York,web,purchase,73,2024-11-08,0
1196,34.63,Netflix,Delhi,pos,purchase,36,2024-01-20,0
1197,17.23,Netflix,London,web,transfer,71,2024-11-13,0
1198,337.11,Apple,Delhi,web,transfer,23,2024-11-17,0
1199,342.47,Target,Berlin,pos,transfer,58,2024-01-27,0
1200,11.77,Airbnb,Delhi,pos,transfer,56,2023-08-30,0
1201,32.85,Airbnb,New York,mobile,transfer,73,2023-07-30,0
1202,21.74,Apple,New York,mobile,transfer,22,2024-12-24,0
1203,69.07,Airbnb,Delhi,mobile,withdrawal,35,2024-07-24,0
1204,7.14,Apple,Tokyo,pos,transfer,36,2023-06-05,0
1205,1.9,Airbnb,London,pos,withdrawal,39,2024-10-27,0
1206,201.0,Target,New York,mobile,withdrawal,41,2023-06-19,0
1207,84.81,Target,Tokyo,pos,purchase,39,2023-04-07,0
1208,59.14,Apple,Berlin,mobile,purchase,60,2023-10-30,0
1209,36.48,Airbnb,Berlin,mobile,withdrawal,68,2023-01-08,0
1210,103.47,Amazon,Tokyo,mobile,transfer,45,2023-11-15,1
1211,1033.88,Uber,New York,pos,purchase,74,2023-12-06,0
1212,169.56,Uber,Sydney,mobile,purchase,68,2024-04-15,0
1213,122.82,Netflix,New York,pos,withdrawal,58,2024-08-18,0
1214,35.49,Target,London,mobile,transfer,29,2023-05-09,0
1215,58.07,Starbucks,Delhi,pos,purchase,67,2023-11-11,0
1216,14.04,Netflix,Delhi,web,transfer,67,2024-06-20,0
1217,275.28,Starbucks,London,mobile,transfer,53,2023-05-27,0
1218,37.68,Amazon,New York,pos,purchase,44,2024-09-08,0
1219,96.71,Apple,Berlin,pos,withdrawal,23,2024-10-08,0
1220,180.89,Netflix,Tokyo,web,purchase,71,2024-02-09,0
1221,12.13,Amazon,Tokyo,web,transfer,63,2024-08-28,0
1222,48.97,Target,New York,pos,transfer,22,2024-08-07,0
1223,141.85,Airbnb,Delhi,web,transfer,24,2023-10-28,0
1224,105.41,Starbucks,New York,pos,transfer,58,2023-03-30,0
1225,18.07,Netflix,London,web,transfer,18,2024-12-22,0
1226,210.15,Airbnb,Sydney,mobile,withdrawal,67,2024-09-15,0
1227,57.72,Amazon,Tokyo,mobile,withdrawal,63,2023-06-14,0
1228,89.46,Airbnb,London,mobile,transfer,33,2024-06-08,0
1229,161.58,Starbucks,London,mobile,purchase,33,2023-09-11,0
1230,16.64,Netflix,New York,pos,purchase,23,2023-08-18,0
1231,29.75,Apple,New York,mobile,purchase,63,2024-06-14,0
1232,131.79,Amazon,London,mobile,transfer,50,2024-08-20,0
1233,171.06,Netflix,London,mobile,purchase,39,2023-08-31,0
1234,9.09,Walmart,Berlin,pos,withdrawal,61,2024-07-18,0
1235,44.23,Target,Delhi,web,transfer,65,2024-07-15,0
1236,97.88,Netflix,Berlin,pos,withdrawal,53,2023-09-05,0
1237,109.84,Amazon,Tokyo,mobile,transfer,73,2024-04-05,0
1238,420.3,Uber,Delhi,mobile,purchase,34,2024-07-06,0
1239,50.26,Netflix,Berlin,pos,transfer,22,2023-10-04,0
1240,18.72,Netflix,London,web,withdrawal,36,2023-12-21,0
1241,47.39,Amazon,New York,mobile,purchase,46,2023-02-21,0
1242,106.89,Walmart,New York,web,withdrawal,62,2024-04-18,0
1243,18.53,Netflix,Berlin,web,purchase,53,2023-04-24,0
1244,47.19,Walmart,Sydney,web,withdrawal,34,2023-12-26,0
1245,300.7,Amazon,Sydney,web,withdrawal,62,2024-04-24,0
1246,73.34,Uber,New York,mobile,transfer,36,2024-02-17,0
1247,104.09,Apple,New York,pos,transfer,26,2024-02-10,0
1248,201.59,Walmart,New York,mobile,purchase,35,2024-03-10,0
1249,143.53,Starbucks,Berlin,mobile,purchase,52,2023-02-25,0
1250,24.61,Walmart,London,pos,purchase,63,2024-09-17,0
1251,215.5,Target,New York,mobile,transfer,31,2024-02-05,0
1252,142.26,Airbnb,New York,mobile,withdrawal,50,2023-02-22,1
1253,1.37,Apple,Berlin,pos,transfer,68,2023-03-04,0
1254,37.66,Target,London,pos,purchase,45,2023-08-31,0
1255,256.64,Airbnb,London,mobile,withdrawal,51,2024-10-16,0
1256,35.35,Amazon,New York,web,transfer,48,2023-04-28,0
1257,19.01,Walmart,London,mobile,purchase,19,2023-07-29,0
1258,78.04,Starbucks,Tokyo,web,withdrawal,32,2024-08-06,0
1259,17.07,Apple,Sydney,pos,withdrawal,74,2023-04-02,1
1260,25.78,Airbnb,Berlin,pos,withdrawal,19,2023-08-07,0
1261,9.92,Uber,New York,web,withdrawal,70,2024-11-25,0
1262,5.9,Netflix,New York,pos,transfer,74,2023-04-22,0
1263,93.79,Target,Tokyo,mobile,withdrawal,61,2024-09-05,0
1264,193.87,Target,Sydney,web,transfer,63,2023-04-30,0
1265,58.37,Walmart,Sydney,web,purchase,23,2024-07-20,0
1266,75.6,Netflix,Berlin,pos,transfer,69,2024-03-03,0
1267,132.95,Starbucks,Tokyo,web,purchase,22,2023-05-07,0
1268,31.21,Target,Berlin,pos,withdrawal,70,2023-11-28,0
1269,79.81,Airbnb,Tokyo,pos,withdrawal,49,2023-07-29,0
1270,250.81,Starbucks,Berlin,pos,purchase,37,2024-04-29,0
1271,15.84,Airbnb,New York,pos,withdrawal,21,2023-05-02,0
